ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,frame.time_relative,frame.time_delta,label
3232235777,3232235778,56.0,0.0,255.0,1.0,62.566369,0.011925,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,62.566833,0.000464,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,62.585567,0.018734,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,62.586209,0.000642,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,62.61387,0.027661,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,62.615664,0.001794,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,62.637243,0.021579,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,63.660379,1.023136,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,63.674695,0.014316,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,63.675295,0.0006,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,63.690042,0.014747,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,63.69053,0.000488,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,63.704697,0.014167,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,63.70539,0.000693,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,63.718058,0.012668,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,63.718648,0.00059,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,63.739866,0.021218,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,63.795433,0.055567,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,64.730624,0.935191,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,64.749364,0.01874,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,64.751729,0.002365,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,64.775293,0.023564,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,64.775756,0.000463,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,64.791118,0.015362,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,64.791504,0.000386,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,64.801131,0.009627,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,64.801524,0.000393,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,64.812146,0.010622,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,65.825734,1.013588,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,65.846132,0.020398,DHCP_Spoofing
